Allocated;Total Allocated; System Memory;Num Gc;Heap Allocated;Heap System;Heap Objects;Heap Released;
0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;
